Origin,Destin,FltNum,DepDate,BookedLoad,analystName,TgtLoad,bookedPlf,actualbookedPlf,Variance,endOfDayTgtLoad,currentLoadFactor,currentTgtLoad,bookingToday,bookingLastHour,hardAnchorFare,strategyFare,lastSellingFare,profileFare,lastSevenAvgFare,upsell,anchorFare,OpenRBD,SellingFare,Channel,HowDetermined,RunId,MktFare_Min,AirlineCode_Min,FlightNumber_Min,MktFare_Max,AirlineCode_Max,FlightNumber_Max,criteria,fareOffset,TimeRange,startTime,endTime,Backstop,autoBackstop,StrategyReference,dlfBand,endOfDaydlfBand,ndoBand,overBookingCount,recommendedActions,allocationStatus,status,w0Flag
BOM,DEL,1521,09/15/2023,138.0,test,30.959999915999997,79.3103448275862,79.3103448275862,61.517241427586214,31.680000084,17.86804134852,31.0903919464248,10,5,NA,4863.0,5310.0,12743.0,NA,0,12743.0,Q0,12874.0,B2C,Pre10_6_6_A_AllocationY_TolerenceHit_Upsold_Last_sold_fare_UpsellY,Test12345,4754,6E,6E-2056,5436,UK,UK-988,MINO,2,FR,00:00,23:59,0.0,NA,Strategy_8,6,6,6,0.0,NO action required,1,AU allocation based on quartiles,0
BOM,DEL,1521,09/15/2023,138.0,test,30.959999915999997,79.3103448275862,79.3103448275862,61.517241427586214,31.680000084,17.86804134852,31.0903919464248,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,B2B,B2B Market Data NA - Skipping allocation,Test12345,0,Market Fare not found,Market Fare not found,0,Market Fare not found,Market Fare not found,MINO,2,FR,00:00,23:59,0.0,NA,Strategy_8,6,6,6,0.0,NO action required,0,AU allocation based on quartiles,0
BOM,DEL,1522,08/25/2023,1.0,test,54.809999999999995,0.5291005291005291,0.5291005291005291,-28.470899470899468,56.699999999999996,29.127499999999994,55.050974999999994,11,5,4863.0,4665.0,NA,NA,NA,NA,4665.0,V1,4665.0,B2C,Pre10_6_0_B_AllocationY_StrategyFare_UpsellN,Test12345,4754,6E,6E-993,6697,UK,UK-910,MIN,-2,AR,07:00,22:00,0.0,NA,Strategy_1,6,0,5,0.0,NO action required,1,AU allocation based on quartiles,0
BOM,DEL,1522,08/25/2023,1.0,test,54.809999999999995,0.5291005291005291,0.5291005291005291,-28.470899470899468,56.699999999999996,29.127499999999994,55.050974999999994,11,5,5360.0,4310.0,NA,NA,NA,NA,4310.0,Z3,4310.0,B2B,Pre10_6_0_B_AllocationY_StrategyFare_UpsellN,Test12345,4693,SG,SG-158,6528,UK,UK-910,MIN,-2,AR,07:00,22:00,0.0,NA,Strategy_1,6,0,5,0.0,NO action required,1,AU allocation based on quartiles,0
BOM,DEL,1523,08/25/2023,1.0,test,54.809999999999995,0.5291005291005291,0.5291005291005291,-28.470899470899468,56.699999999999996,29.385399999999994,55.538405999999995,12,5,4863.0,4665.0,8020.0,5773.0,NA,NA,4665.0,V1,4665.0,B2C,Post10_6_0_B_AllocationY_StrategyFare_UpsellN,Test12345,4754,6E,6E-993,6697,UK,UK-910,MIN,-2,AR,07:00,22:00,0.0,NA,Strategy_1,6,0,5,0.0,NO action required,1,AU allocation based on quartiles,0
BOM,DEL,1523,08/25/2023,1.0,test,54.809999999999995,0.5291005291005291,0.5291005291005291,-28.470899470899468,56.699999999999996,29.385399999999994,55.538405999999995,12,5,5360.0,4310.0,3480.0,5773.0,NA,NA,4310.0,Z3,4310.0,B2B,Post10_6_0_B_AllocationY_Interpollated_Max_own_fare_UpsellN_ToleranceHit,Test12345,4693,SG,SG-158,6528,UK,UK-910,MIN,-2,AR,07:00,22:00,0.0,NA,Strategy_1,6,0,5,0.0,NO action required,1,AU allocation based on quartiles,0
BOM,DEL,1524,08/23/2023,40.0,test,53.94,22.988505747126435,22.988505747126435,-8.011494252873561,55.68,31.3854,54.610596,13,5,NA,4665.0,4139.926471,5746.400000000001,NA,NA,4655.0,V1,4665.0,B2C,Post10_6_1_B_AllocationY_Interpollated_Max_own_fare_UpsellN,Test12345,4754,6E,6E-825,7495,UK,UK-930,MIN,-2,AR,07:00,22:00,0.0,NA,Strategy_8,6,1,5,0.0,NO action required,1,AU allocation based on quartiles,0
BOM,DEL,1524,08/23/2023,40.0,test,53.94,22.988505747126435,22.988505747126435,-8.011494252873561,55.68,31.3854,54.610596,13,5,NA,4310.0,3497.794118,5746.400000000001,NA,NA,4093.1005748068965,Z3,4310.0,B2B,Post10_6_1_B_AllocationY_Interpollated_Max_own_fare_UpsellN,Test12345,4693,SG,SG-8191,6309,UK,UK-930,MIN,-2,AR,07:00,22:00,4300.0,NA,Strategy_8,6,1,5,0.0,NO action required,1,AU allocation based on quartiles,0
BOM,DEL,1620,08/24/2023,50.0,test,52.199999999999996,28.735632183908045,28.735632183908045,-1.2643678160919516,53.94,30.3854,52.870596,14,5,NA,4764.0,19000.0,4935.6,NA,950.0,19950.0,F,20174.0,B2C,Post10_6_3_A_AllocationY_last_sold_fare_UpsellY,Test12345,4754,6E,6E-2398,6592,UK,UK-930,MIN,0,AR,07:00,22:00,0.0,NA,Strategy_8,6,3,5,0.0,NO action required,1,AU allocation based on quartiles,0
BOM,DEL,1620,08/24/2023,50.0,test,52.199999999999996,28.735632183908045,28.735632183908045,-1.2643678160919516,53.94,30.3854,52.870596,14,5,NA,4961.0,17000.0,NA,NA,NA,NA,NA,NA,B2B,Post10_6_3_C_NA,Test12345,4693,SG,SG-8191,6309,UK,UK-970,MIN,0,AR,07:00,22:00,4300.0,NA,Strategy_8,6,3,5,0.0,NO action required,1,AU allocation based on quartiles,0
BOM,DEL,2409,08/01/2023,140.0,test,144.42,80.45977011494253,80.45977011494253,-14.540229885057466,165.29999999999998,95.0,165.29999999999998,15,5,5484.0,4665.0,2500.0,NA,NA,NA,4665.0,V1,4665.0,B2C,Post10_1_1_B_AllocationY_Interpollated_Max_own_fare_UpsellN_ToleranceHit,Test12345,4751,6E,6E-2051,10000,6E,6E-2083,MIN,-2,FR,10:00,23:59,0.0,NA,Strategy_1,1,1,0,0.0,NO action required,1,Normal AU allocation,0
BOM,DEL,2409,08/01/2023,140.0,test,144.42,80.45977011494253,80.45977011494253,-14.540229885057466,165.29999999999998,95.0,165.29999999999998,15,5,NA,3859.0,2000.0,NA,NA,NA,NA,NA,NA,B2B,B2B allocation skipped - Flight in upsell,Test12345,4300,6E,6E-6082,10000,6E,6E-5187,MIN,-2,FR,10:00,23:59,0.0,NA,Strategy_1,1,1,0,0.0,NO action required,1,Normal AU allocation,0
BOM,DEL,2409,08/02/2023,132.0,test,133.98,75.86206896551724,75.86206896551724,-2.2245310344827574,144.42,78.08659999999999,135.87068399999998,16,5,NA,4474.0,2350.0,NA,NA,NA,4474.0,V9,4474.0,B2C,Unable to Match Mkt - B2C allocation at extreme value,Test12345,3800,SG,SG-8191,10000,UK,UK-950,MIN,-2,FR,00:00,23:59,0.0,NA,Strategy_6,1,2,1,0.0,NO action required,1,Normal AU allocation,0
BOM,DEL,2409,08/02/2023,132.0,test,133.98,75.86206896551724,75.86206896551724,-2.2245310344827574,144.42,78.08659999999999,135.87068399999998,16,5,NA,4610.0,2840.0,NA,NA,NA,4610.0,Z2,4610.0,B2B,Post10_1_2_B_AllocationY_Interpollated_Max_own_fare_UpsellN,Test12345,4729,6E,6E-2111,5100,SG,SG-158,MAX,-2,FR,00:00,23:59,0.0,NA,Strategy_6,1,2,1,0.0,NO action required,1,Normal AU allocation,0
BOM,DEL,2409,08/03/2023,110.0,test,125.28,63.2183908045977,63.2183908045977,-9.6871091954023,133.98,72.9055,126.85557,17,5,4764.0,4665.0,2200.0,NA,NA,NA,4665.0,V1,4665.0,B2C,Post10_1_1_B_AllocationY_Interpollated_Max_own_fare_UpsellN_ToleranceHit,Test12345,4754,6E,6E-2056,7495,UK,UK-930,MIN,-2,FR,00:00,23:59,0.0,NA,Strategy_1,1,1,2,0.0,NO action required,1,Normal AU allocation,0
BOM,DEL,2409,08/03/2023,110.0,test,125.28,63.2183908045977,63.2183908045977,-9.6871091954023,133.98,72.9055,126.85557,17,5,4961.0,4310.0,2100.0,NA,NA,NA,4310.0,Z3,4310.0,B2B,Post10_1_1_B_AllocationY_Interpollated_Max_own_fare_UpsellN_ToleranceHit,Test12345,4693,SG,SG-8191,6528,UK,UK-910,MIN,-2,FR,00:00,23:59,0.0,NA,Strategy_1,1,1,2,0.0,NO action required,1,Normal AU allocation,0
BOM,DEL,2409,08/04/2023,100.0,test,118.32000000000001,57.47126436781609,57.47126436781609,-11.25313563218392,125.28,68.7244,119.58045600000001,5,5,8575.0,4665.0,2050.0,NA,NA,NA,4665.0,V1,4665.0,B2C,Post10_1_1_B_AllocationY_Interpollated_Max_own_fare_UpsellN_ToleranceHit,Test12345,4754,6E,6E-2326,8492,UK,UK-988,MIN,-2,AR,07:00,22:00,0.0,NA,Strategy_1,1,1,3,0.0,NO action required,1,Normal AU allocation,0
BOM,DEL,2409,08/04/2023,100.0,test,118.32000000000001,57.47126436781609,57.47126436781609,-11.25313563218392,125.28,68.7244,119.58045600000001,5,5,NA,4310.0,1360.0,NA,NA,NA,4310.0,Z3,4310.0,B2B,Post10_1_1_B_AllocationY_Interpollated_Max_own_fare_UpsellN,Test12345,4693,SG,SG-158,8165,UK,UK-988,MIN,-2,AR,07:00,22:00,0.0,NA,Strategy_1,1,1,3,0.0,NO action required,1,Normal AU allocation,0
BOM,DEL,2409,08/05/2023,90.0,test,111.36,51.724137931034484,51.724137931034484,-13.000262068965519,118.32000000000001,64.7244,112.620456,5,5,7424.0,4665.0,1900.0,NA,NA,NA,4665.0,V1,4665.0,B2C,Post10_1_1_B_AllocationY_Interpollated_Max_own_fare_UpsellN_ToleranceHit,Test12345,4754,6E,6E-2051,7284,AI,AI-816,MIN,-2,AR,07:00,22:00,0.0,NA,Strategy_1,1,1,3,0.0,NO action required,1,Normal AU allocation,0
BOM,DEL,2409,08/05/2023,90.0,test,111.36,51.724137931034484,51.724137931034484,-13.000262068965519,118.32000000000001,64.7244,112.620456,5,5,NA,4310.0,620.0,NA,NA,NA,4310.0,Z3,4310.0,B2B,Post10_1_1_B_AllocationY_Interpollated_Max_own_fare_UpsellN,Test12345,4693,SG,SG-158,6528,UK,UK-952,MIN,-2,AR,07:00,22:00,0.0,NA,Strategy_1,1,1,3,0.0,NO action required,1,Normal AU allocation,0
BOM,DEL,2409,08/06/2023,80.0,test,104.39999999999999,45.97701149425287,45.97701149425287,-14.747388505747129,111.36,60.7244,105.660456,5,5,5975.0,4665.0,1750.0,NA,NA,NA,4665.0,V1,4665.0,B2C,Post10_1_1_B_AllocationY_Interpollated_Max_own_fare_UpsellN_ToleranceHit,Test12345,4754,6E,6E-5113,7442,UK,UK-902,MIN,-2,AR,07:00,22:00,0.0,NA,Strategy_1,1,1,3,0.0,NO action required,1,Normal AU allocation,0
BOM,DEL,2409,08/06/2023,80.0,test,104.39999999999999,45.97701149425287,45.97701149425287,-14.747388505747129,111.36,60.7244,105.660456,5,5,NA,4310.0,1000.0,NA,NA,NA,4310.0,Z3,4310.0,B2B,Post10_1_1_B_AllocationY_Interpollated_Max_own_fare_UpsellN,Test12345,4693,SG,SG-8191,6528,UK,UK-952,MIN,-2,AR,07:00,22:00,0.0,NA,Strategy_1,1,1,3,0.0,NO action required,1,Normal AU allocation,0
BOM,DEL,2415,08/03/2023,50.0,test,125.28,28.735632183908045,28.735632183908045,-46.43186781609195,133.98,75.1675,130.79145,5,5,NA,4665.0,2050.0,6919.0,NA,NA,3325.0,V9,4474.0,B2C,Unable to Match Mkt - B2C allocation at extreme value,Test12345,4754,6E,6E-2056,7495,UK,UK-930,MIN,-2,FR,00:00,23:59,0.0,NA,Strategy_8,1,0,2,0.0,NO action required,1,AU allocation based on quartiles,0
BOM,DEL,2415,08/03/2023,50.0,test,125.28,28.735632183908045,28.735632183908045,-46.43186781609195,133.98,75.1675,130.79145,5,5,NA,4310.0,1360.0,6919.0,NA,NA,4010.0,Z4,4060.0,B2B,Post10_1_0_B_AllocationY_Interpollated_Max_own_fare_UpsellN,Test12345,4693,SG,SG-8191,6528,UK,UK-910,MIN,-2,FR,00:00,23:59,0.0,NA,Strategy_8,1,0,2,0.0,NO action required,1,AU allocation based on quartiles,0
BOM,DEL,2415,08/04/2023,68.0,test,118.32000000000001,39.08045977011494,39.08045977011494,-31.70434022988506,125.28,70.7848,123.165552,5,5,NA,4665.0,1900.0,NA,NA,NA,3135.0,V9,4474.0,B2C,Unable to Match Mkt - B2C allocation at extreme value,Test12345,4754,6E,6E-2326,8492,UK,UK-988,MIN,-2,AR,07:00,22:00,0.0,NA,Strategy_8,1,0,3,0.0,NO action required,1,Normal AU allocation-profileFare skipped,0
BOM,DEL,2415,08/04/2023,68.0,test,118.32000000000001,39.08045977011494,39.08045977011494,-31.70434022988506,125.28,70.7848,123.165552,5,5,NA,4310.0,620.0,NA,NA,NA,620.0,ZJ,3210.0,B2B,Unable to Match Mkt - B2B allocation at extreme value,Test12345,4693,SG,SG-158,8165,UK,UK-988,MIN,-2,AR,07:00,22:00,0.0,NA,Strategy_8,1,0,3,0.0,NO action required,1,Normal AU allocation-profileFare skipped,0
BOM,DEL,2415,08/05/2023,50.0,test,111.36,28.735632183908045,28.735632183908045,-38.29876781609196,118.32000000000001,67.0344,116.63985600000001,5,5,NA,4665.0,1750.0,NA,NA,NA,2945.0,V9,4474.0,B2C,Unable to Match Mkt - B2C allocation at extreme value,Test12345,4754,6E,6E-2051,7284,AI,AI-816,MIN,-2,AR,07:00,22:00,0.0,NA,Strategy_8,1,0,3,0.0,NO action required,1,AU allocation based on quartiles,0
BOM,DEL,2415,08/05/2023,50.0,test,111.36,28.735632183908045,28.735632183908045,-38.29876781609196,118.32000000000001,67.0344,116.63985600000001,5,5,NA,4310.0,1000.0,NA,NA,NA,1000.0,ZJ,3210.0,B2B,Unable to Match Mkt - B2B allocation at extreme value,Test12345,4693,SG,SG-158,6528,UK,UK-952,MIN,-2,AR,07:00,22:00,0.0,NA,Strategy_8,1,0,3,0.0,NO action required,1,AU allocation based on quartiles,0
BOM,DEL,2415,09/15/2023,138.0,test,30.959999915999997,79.3103448275862,79.3103448275862,61.517241427586214,31.680000084,17.86804134852,31.0903919464248,5,5,NA,4863.0,5310.0,12743.0,NA,0,12743.0,Q0,12874.0,B2C,Pre10_6_6_A_AllocationY_TolerenceHit_Upsold_Last_sold_fare_UpsellY,Test12345,4754,6E,6E-2056,5436,UK,UK-988,MINO,2,FR,00:00,23:59,0.0,NA,Strategy_8,6,6,6,0.0,NO action required,1,AU allocation based on quartiles,0
BOM,DEL,2415,09/15/2023,138.0,test,30.959999915999997,79.3103448275862,79.3103448275862,61.517241427586214,31.680000084,17.86804134852,31.0903919464248,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,B2B,B2B Market Data NA - Skipping allocation,Test12345,0,Market Fare not found,Market Fare not found,0,Market Fare not found,Market Fare not found,MINO,2,FR,00:00,23:59,0.0,NA,Strategy_8,6,6,6,0.0,NO action required,0,AU allocation based on quartiles,0
BOM,DEL,2417,08/20/2023,56.0,test,59.160000000000004,32.18390804597701,32.18390804597701,-2.8158919540229865,60.9,34.9998,60.899651999999996,5,5,NA,4715.0,3890.0,4634.685405,NA,NA,4564.786950326072,U9,4764.0,B2C,Matched and allocated - Backstop Hit,Test12345,4754,6E,6E-2139,8650,UK,UK-994,MIN,-1,AR,07:00,22:00,4760.0,NA,Strategy_8,6,2,5,0.0,Revise Backstop,1,Normal AU allocation,0
BOM,DEL,2417,08/20/2023,56.0,test,59.160000000000004,32.18390804597701,32.18390804597701,-2.8158919540229865,60.9,34.9998,60.899651999999996,5,5,NA,4610.0,5930.0,4634.685405,NA,NA,4610.0,Z2,4610.0,B2B,Post10_6_2_B_AllocationY_StrategyFare_UpsellN,Test12345,4693,SG,SG-8191,8318,UK,UK-994,MIN,-1,AR,07:00,22:00,4300.0,NA,Strategy_8,6,2,5,0.0,NO action required,1,Normal AU allocation,0
BOM,DEL,2417,08/21/2023,51.0,test,57.42,29.310344827586203,29.310344827586203,-3.7146551724138,59.160000000000004,33.025000000000006,57.4635,6,5,NA,4715.0,5310.0,NA,NA,NA,4715.0,U9,4764.0,B2C,Matched and allocated - Backstop Hit,Test12345,4754,6E,6E-5008,10120,UK,UK-930,MIN,-1,AR,07:00,22:00,4760.0,NA,Strategy_8,6,2,5,0.0,Revise Backstop,1,Normal AU allocation-profileFare skipped,0
BOM,DEL,2417,08/21/2023,51.0,test,57.42,29.310344827586203,29.310344827586203,-3.7146551724138,59.160000000000004,33.025000000000006,57.4635,6,5,NA,4610.0,3630.0,NA,NA,NA,4488.654597701149,Z2,4610.0,B2B,Pre10_6_2_B_AllocationY_Interpollated_Max_own_fare_UpsellN,Test12345,4693,SG,SG-158,9757,UK,UK-930,MIN,-1,AR,07:00,22:00,4300.0,NA,Strategy_8,6,2,5,0.0,NO action required,1,Normal AU allocation-profileFare skipped,0
BOM,DEL,2417,08/22/2023,44.0,test,55.68,25.287356321839084,25.287356321839084,-6.840143678160921,57.42,32.127500000000005,55.90185,7,5,NA,4715.0,5020.0,NA,NA,NA,4715.0,U9,4764.0,B2C,Matched and allocated - Backstop Hit,Test12345,4754,6E,6E-2398,8545,UK,UK-930,MIN,-1,AR,07:00,22:00,4720.0,NA,Strategy_8,6,2,5,0.0,NO action required,1,AU allocation based on quartiles,0
BOM,DEL,2417,08/22/2023,44.0,test,55.68,25.287356321839084,25.287356321839084,-6.840143678160921,57.42,32.127500000000005,55.90185,7,5,NA,4610.0,5480.0,NA,NA,NA,4610.0,Z2,4610.0,B2B,Pre10_6_2_B_AllocationY_StrategyFare_UpsellN,Test12345,4693,SG,SG-158,8216,UK,UK-930,MIN,-1,AR,07:00,22:00,4300.0,NA,Strategy_8,6,2,5,0.0,NO action required,1,AU allocation based on quartiles,0
BOM,DEL,2417,08/23/2023,40.0,test,53.94,22.988505747126435,22.988505747126435,-8.011494252873561,55.68,31.3854,54.610596,8,5,NA,4665.0,8020.0,5746.400000000001,NA,NA,4665.0,U9,4764.0,B2C,Matched and allocated - Backstop Hit,Test12345,4754,6E,6E-825,7495,UK,UK-930,MIN,-2,AR,07:00,22:00,4720.0,NA,Strategy_8,6,1,5,0.0,NO action required,1,AU allocation based on quartiles,0
BOM,DEL,2417,08/23/2023,40.0,test,53.94,22.988505747126435,22.988505747126435,-8.011494252873561,55.68,31.3854,54.610596,8,5,NA,4310.0,3480.0,5746.400000000001,NA,NA,4088.3486590038315,Z3,4310.0,B2B,Post10_6_1_B_AllocationY_Interpollated_Max_own_fare_UpsellN,Test12345,4693,SG,SG-8191,6309,UK,UK-930,MIN,-2,AR,07:00,22:00,4300.0,NA,Strategy_8,6,1,5,0.0,NO action required,1,AU allocation based on quartiles,0
BOM,DEL,2417,08/24/2023,50.0,test,52.199999999999996,28.735632183908045,28.735632183908045,-1.2643678160919516,53.94,30.3854,52.870596,9,5,NA,4764.0,2500.0,4935.6,NA,0,3764.0,U8,4814.0,B2C,Matched and allocated - Backstop Hit,Test12345,4754,6E,6E-2398,6592,UK,UK-930,MIN,0,AR,07:00,22:00,4770.0,NA,Strategy_8,6,3,5,0.0,Revise Backstop,1,AU allocation based on quartiles,0
BOM,DEL,2417,08/24/2023,50.0,test,52.199999999999996,28.735632183908045,28.735632183908045,-1.2643678160919516,53.94,30.3854,52.870596,9,5,NA,4961.0,2000.0,NA,NA,NA,NA,NA,NA,B2B,Post10_6_3_C_NA,Test12345,4693,SG,SG-8191,6309,UK,UK-970,MIN,0,AR,07:00,22:00,4300.0,NA,Strategy_8,6,3,5,0.0,NO action required,1,AU allocation based on quartiles,0
BOM,DEL,2417,08/25/2023,36.0,test,50.459999999999994,20.689655172413794,20.689655172413794,-8.310344827586205,52.199999999999996,29.3854,51.130596,10,5,NA,4665.0,2350.0,5773.0,NA,NA,4023.718390804598,U8,4814.0,B2C,Matched and allocated - Backstop Hit,Test12345,4754,6E,6E-2398,6697,UK,UK-988,MIN,-2,AR,07:00,22:00,4770.0,NA,Strategy_8,6,1,5,0.0,Revise Backstop,1,AU allocation based on quartiles,0
BOM,DEL,2417,08/25/2023,36.0,test,50.459999999999994,20.689655172413794,20.689655172413794,-8.310344827586205,52.199999999999996,29.3854,51.130596,10,5,NA,4310.0,2840.0,5773.0,NA,NA,4300.0,Z3,4310.0,B2B,Post10_6_1_B_AllocationY_Interpollated_Max_own_fare_UpsellN,Test12345,4693,SG,SG-8191,6528,UK,UK-910,MIN,-2,AR,07:00,22:00,4300.0,NA,Strategy_8,6,1,5,0.0,NO action required,1,AU allocation based on quartiles,0
BOM,DEL,2417,08/26/2023,50.0,test,48.720000000000006,28.735632183908045,28.735632183908045,0.7356321839080425,50.459999999999994,28.572799999999997,49.716671999999996,11,5,NA,4764.0,2200.0,5401.711734,NA,0,4464.0,U9,4764.0,B2C,Matched and allocated - Backstop Hit,Test12345,4754,6E,6E-2051,7284,AI,AI-816,MIN,0,AR,07:00,22:00,4750.0,NA,Strategy_8,6,3,5,0.0,NO action required,1,AU allocation based on quartiles,0
BOM,DEL,2417,08/26/2023,50.0,test,48.720000000000006,28.735632183908045,28.735632183908045,0.7356321839080425,50.459999999999994,28.572799999999997,49.716671999999996,11,5,NA,4961.0,2100.0,NA,NA,NA,NA,NA,NA,B2B,Post10_6_3_C_NA,Test12345,4693,SG,SG-8191,6419,UK,UK-994,MIN,0,AR,07:00,22:00,4300.0,NA,Strategy_8,6,3,5,0.0,NO action required,1,AU allocation based on quartiles,0
DEL,BOM,2417,08/22/2023,30.0,test,32.0,30.0,30.0,-2.3175999999999974,33.0,32.3176,32.3176,5,5,5295.32,4925.32,NA,NA,NA,NA,4925.32,Q4,10496.32,B2C,Matched and allocated - Backstop Hit,Test12345,4978,SG,SG-8169,10102,UK,UK-981,MIN,-1,AR,07:00,22:00,10000.0,NA,Strategy_1,6,2,5,0.0,Revise Backstop,1,Normal AU allocation,0
DEL,BOM,2417,08/22/2023,30.0,test,32.0,30.0,30.0,-2.3175999999999974,33.0,32.3176,32.3176,5,5,3664.32,3454.32,NA,NA,NA,NA,3454.32,ZD,3454.32,B2B,Post10_6_2_B_AllocationY_StrategyFare_UpsellN,Test12345,3500,UK,UK-933,12000,UK,UK-995,MIN,-1,AR,07:00,22:00,0.0,NA,Strategy_1,6,2,5,0.0,NO action required,1,Normal AU allocation,0
BOM,DEL,2405,08/01/2023,140.0,test,144.42,80.45977011494253,80.45977011494253,-14.540229885057466,165.29999999999998,95.0,165.29999999999998,5,5,5484.0,4665.0,2500.0,NA,NA,NA,4665.0,V1,4665.0,B2C,Post10_1_1_B_AllocationY_Interpollated_Max_own_fare_UpsellN_ToleranceHit,Test12345,4751,6E,6E-2051,10000,6E,6E-2083,MIN,-2,FR,10:00,23:59,0.0,NA,Strategy_1,1,1,0,0.0,NO action required,1,Normal AU allocation,0
BOM,DEL,2405,08/01/2023,140.0,test,144.42,80.45977011494253,80.45977011494253,-14.540229885057466,165.29999999999998,95.0,165.29999999999998,5,5,NA,3859.0,2000.0,NA,NA,NA,NA,NA,NA,B2B,B2B allocation skipped - Flight in upsell,Test12345,4300,6E,6E-6082,10000,6E,6E-5187,MIN,-2,FR,10:00,23:59,0.0,NA,Strategy_1,1,1,0,0.0,NO action required,1,Normal AU allocation,0
BOM,DEL,2405,08/02/2023,132.0,test,133.98,75.86206896551724,75.86206896551724,-2.2245310344827574,144.42,78.08659999999999,135.87068399999998,5,5,NA,4474.0,2350.0,NA,NA,NA,4474.0,V9,4474.0,B2C,Unable to Match Mkt - B2C allocation at extreme value,Test12345,3800,SG,SG-8191,10000,UK,UK-950,MIN,-2,FR,00:00,23:59,0.0,NA,Strategy_6,1,2,1,0.0,NO action required,1,Normal AU allocation,0
BOM,DEL,2405,08/02/2023,132.0,test,133.98,75.86206896551724,75.86206896551724,-2.2245310344827574,144.42,78.08659999999999,135.87068399999998,5,5,NA,4610.0,2840.0,NA,NA,NA,4610.0,Z2,4610.0,B2B,Post10_1_2_B_AllocationY_Interpollated_Max_own_fare_UpsellN,Test12345,4729,6E,6E-2111,5100,SG,SG-158,MAX,-2,FR,00:00,23:59,0.0,NA,Strategy_6,1,2,1,0.0,NO action required,1,Normal AU allocation,0
BOM,DEL,2405,08/03/2023,110.0,test,125.28,63.2183908045977,63.2183908045977,-9.6871091954023,133.98,72.9055,126.85557,5,5,4764.0,4665.0,2200.0,NA,NA,NA,4665.0,V1,4665.0,B2C,Post10_1_1_B_AllocationY_Interpollated_Max_own_fare_UpsellN_ToleranceHit,Test12345,4754,6E,6E-2056,7495,UK,UK-930,MIN,-2,FR,00:00,23:59,0.0,NA,Strategy_1,1,1,2,0.0,NO action required,1,Normal AU allocation,0
BOM,DEL,2405,08/03/2023,110.0,test,125.28,63.2183908045977,63.2183908045977,-9.6871091954023,133.98,72.9055,126.85557,5,5,4961.0,4310.0,2100.0,NA,NA,NA,4310.0,Z3,4310.0,B2B,Post10_1_1_B_AllocationY_Interpollated_Max_own_fare_UpsellN_ToleranceHit,Test12345,4693,SG,SG-8191,6528,UK,UK-910,MIN,-2,FR,00:00,23:59,0.0,NA,Strategy_1,1,1,2,0.0,NO action required,1,Normal AU allocation,0
BOM,DEL,2405,08/04/2023,100.0,test,118.32000000000001,57.47126436781609,57.47126436781609,-11.25313563218392,125.28,68.7244,119.58045600000001,5,5,8575.0,4665.0,2050.0,NA,NA,NA,4665.0,V1,4665.0,B2C,Post10_1_1_B_AllocationY_Interpollated_Max_own_fare_UpsellN_ToleranceHit,Test12345,4754,6E,6E-2326,8492,UK,UK-988,MIN,-2,AR,07:00,22:00,0.0,NA,Strategy_1,1,1,3,0.0,NO action required,1,Normal AU allocation,0
BOM,DEL,2405,08/04/2023,100.0,test,118.32000000000001,57.47126436781609,57.47126436781609,-11.25313563218392,125.28,68.7244,119.58045600000001,5,5,NA,4310.0,1360.0,NA,NA,NA,4310.0,Z3,4310.0,B2B,Post10_1_1_B_AllocationY_Interpollated_Max_own_fare_UpsellN,Test12345,4693,SG,SG-158,8165,UK,UK-988,MIN,-2,AR,07:00,22:00,0.0,NA,Strategy_1,1,1,3,0.0,NO action required,1,Normal AU allocation,0
BOM,DEL,2405,08/05/2023,90.0,test,111.36,51.724137931034484,51.724137931034484,-13.000262068965519,118.32000000000001,64.7244,112.620456,6,5,7424.0,4665.0,1900.0,NA,NA,NA,4665.0,V1,4665.0,B2C,Post10_1_1_B_AllocationY_Interpollated_Max_own_fare_UpsellN_ToleranceHit,Test12345,4754,6E,6E-2051,7284,AI,AI-816,MIN,-2,AR,07:00,22:00,0.0,NA,Strategy_1,1,1,3,0.0,NO action required,1,Normal AU allocation,0
BOM,DEL,2405,08/05/2023,90.0,test,111.36,51.724137931034484,51.724137931034484,-13.000262068965519,118.32000000000001,64.7244,112.620456,6,5,NA,4310.0,620.0,NA,NA,NA,4310.0,Z3,4310.0,B2B,Post10_1_1_B_AllocationY_Interpollated_Max_own_fare_UpsellN,Test12345,4693,SG,SG-158,6528,UK,UK-952,MIN,-2,AR,07:00,22:00,0.0,NA,Strategy_1,1,1,3,0.0,NO action required,1,Normal AU allocation,0
BOM,DEL,2405,08/06/2023,80.0,test,104.39999999999999,45.97701149425287,45.97701149425287,-14.747388505747129,111.36,60.7244,105.660456,7,5,5975.0,4665.0,1750.0,NA,NA,NA,4665.0,V1,4665.0,B2C,Post10_1_1_B_AllocationY_Interpollated_Max_own_fare_UpsellN_ToleranceHit,Test12345,4754,6E,6E-5113,7442,UK,UK-902,MIN,-2,AR,07:00,22:00,0.0,NA,Strategy_1,1,1,3,0.0,NO action required,1,Normal AU allocation,0
